Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-01-01 00:00:00+05:30,4166.83984375,4166.83984375,4166.83984375,4166.83984375,0,0.0,0.0,0.0
2018-01-02 00:00:00+05:30,4167.580078125,4167.580078125,4167.580078125,4167.580078125,0,0.0,0.0,0.0
2018-01-03 00:00:00+05:30,4168.31005859375,4168.31005859375,4168.31005859375,4168.31005859375,0,0.0,0.0,0.0
2018-01-04 00:00:00+05:30,4169.009765625,4169.009765625,4169.009765625,4169.009765625,0,0.0,0.0,0.0
2018-01-05 00:00:00+05:30,4169.759765625,4169.759765625,4169.759765625,4169.759765625,0,0.0,0.0,0.0
2018-01-08 00:00:00+05:30,4171.97021484375,4171.97021484375,4171.97021484375,4171.97021484375,0,0.0,0.0,0.0
2018-01-09 00:00:00+05:30,4172.72998046875,4172.72998046875,4172.72998046875,4172.72998046875,0,0.0,0.0,0.0
2018-01-10 00:00:00+05:30,4173.490234375,4173.490234375,4173.490234375,4173.490234375,0,0.0,0.0,0.0
2018-01-11 00:00:00+05:30,4174.2099609375,4174.2099609375,4174.2099609375,4174.2099609375,0,0.0,0.0,0.0
2018-01-12 00:00:00+05:30,4174.9599609375,4174.9599609375,4174.9599609375,4174.9599609375,0,0.0,0.0,0.0
2018-01-15 00:00:00+05:30,4177.16015625,4177.16015625,4177.16015625,4177.16015625,0,0.0,0.0,0.0
2018-01-16 00:00:00+05:30,4177.91015625,4177.91015625,4177.91015625,4177.91015625,0,0.0,0.0,0.0
2018-01-17 00:00:00+05:30,4178.66015625,4178.66015625,4178.66015625,4178.66015625,0,0.0,0.0,0.0
2018-01-18 00:00:00+05:30,4179.39990234375,4179.39990234375,4179.39990234375,4179.39990234375,0,0.0,0.0,0.0
2018-01-19 00:00:00+05:30,4180.16015625,4180.16015625,4180.16015625,4180.16015625,0,0.0,0.0,0.0
2018-01-22 00:00:00+05:30,4182.41015625,4182.41015625,4182.41015625,4182.41015625,0,0.0,0.0,0.0
2018-01-23 00:00:00+05:30,4183.16015625,4183.16015625,4183.16015625,4183.16015625,0,0.0,0.0,0.0
2018-01-24 00:00:00+05:30,4183.93994140625,4183.93994140625,4183.93994140625,4183.93994140625,0,0.0,0.0,0.0
2018-01-25 00:00:00+05:30,4184.68017578125,4184.68017578125,4184.68017578125,4184.68017578125,0,0.0,0.0,0.0
2018-01-29 00:00:00+05:30,4187.68017578125,4187.68017578125,4187.68017578125,4187.68017578125,0,0.0,0.0,0.0
2018-01-30 00:00:00+05:30,4188.47998046875,4188.47998046875,4188.47998046875,4188.47998046875,0,0.0,0.0,0.0
2018-01-31 00:00:00+05:30,4189.259765625,4189.259765625,4189.259765625,4189.259765625,0,0.0,0.0,0.0
2018-02-01 00:00:00+05:30,4190.0,4190.0,4190.0,4190.0,0,0.0,0.0,0.0
2018-02-02 00:00:00+05:30,4190.75,4190.75,4190.75,4190.75,0,0.0,0.0,0.0
2018-02-05 00:00:00+05:30,4193.02978515625,4193.02978515625,4193.02978515625,4193.02978515625,0,0.0,0.0,0.0
2018-02-06 00:00:00+05:30,4193.77978515625,4193.77978515625,4193.77978515625,4193.77978515625,0,0.0,0.0,0.0
2018-02-07 00:00:00+05:30,4194.5498046875,4194.5498046875,4194.5498046875,4194.5498046875,0,0.0,0.0,0.0
2018-02-08 00:00:00+05:30,4195.31005859375,4195.31005859375,4195.31005859375,4195.31005859375,0,0.0,0.0,0.0
2018-02-09 00:00:00+05:30,4196.080078125,4196.080078125,4196.080078125,4196.080078125,0,0.0,0.0,0.0
2018-02-12 00:00:00+05:30,4198.3701171875,4198.3701171875,4198.3701171875,4198.3701171875,0,0.0,0.0,0.0
2018-02-14 00:00:00+05:30,4199.919921875,4199.919921875,4199.919921875,4199.919921875,0,0.0,0.0,0.0
2018-02-15 00:00:00+05:30,4200.68017578125,4200.68017578125,4200.68017578125,4200.68017578125,0,0.0,0.0,0.0
2018-02-16 00:00:00+05:30,4201.43017578125,4201.43017578125,4201.43017578125,4201.43017578125,0,0.0,0.0,0.0
2018-02-19 00:00:00+05:30,4203.75,4203.75,4203.75,4203.75,0,0.0,0.0,0.0
2018-02-20 00:00:00+05:30,4204.509765625,4204.509765625,4204.509765625,4204.509765625,0,0.0,0.0,0.0
2018-02-21 00:00:00+05:30,4205.2900390625,4205.2900390625,4205.2900390625,4205.2900390625,0,0.0,0.0,0.0
2018-02-22 00:00:00+05:30,4206.0498046875,4206.0498046875,4206.0498046875,4206.0498046875,0,0.0,0.0,0.0
