Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-06-06 00:00:00+05:30,2269.5,2269.5,2252.0,2266.60009765625,465,0.0,0.0
2011-06-07 00:00:00+05:30,2251.10009765625,2275.0,2251.10009765625,2272.0,2725,0.0,0.0
2011-06-08 00:00:00+05:30,2272.0,2272.0,2246.25,2260.39990234375,100,0.0,0.0
2011-06-09 00:00:00+05:30,2272.0,2272.0,2251.300048828125,2251.300048828125,61,0.0,0.0
2011-06-10 00:00:00+05:30,2252.550048828125,2273.0,2252.550048828125,2269.25,324,0.0,0.0
2011-06-13 00:00:00+05:30,2255.0,2270.0,2255.0,2255.0,705,0.0,0.0
2011-06-14 00:00:00+05:30,2245.0,2265.0,2240.0,2262.5,70,0.0,0.0
2011-06-15 00:00:00+05:30,2240.050048828125,2265.0,2240.050048828125,2264.800048828125,17,0.0,0.0
2011-06-16 00:00:00+05:30,2260.800048828125,2260.800048828125,2245.0,2245.0,203,0.0,0.0
2011-06-17 00:00:00+05:30,2298.800048828125,2298.800048828125,2233.10009765625,2257.0,195,0.0,0.0
2011-06-20 00:00:00+05:30,2260.0,2273.0,2250.0,2268.0,5971,0.0,0.0
2011-06-21 00:00:00+05:30,2274.449951171875,2274.449951171875,2257.0,2270.75,507,0.0,0.0
2011-06-22 00:00:00+05:30,2274.0,2279.0,2262.0,2277.0,1228,0.0,0.0
2011-06-23 00:00:00+05:30,2270.0,2275.5,2255.0,2268.699951171875,1854,0.0,0.0
2011-06-24 00:00:00+05:30,2231.0,2264.75,2231.0,2264.75,144,0.0,0.0
2011-06-27 00:00:00+05:30,2215.0,2229.75,2202.0,2210.25,81,0.0,0.0
2011-06-28 00:00:00+05:30,2207.0,2235.0,2207.0,2225.0,101,0.0,0.0
2011-06-29 00:00:00+05:30,2209.0,2230.0,2209.0,2215.0,321,0.0,0.0
2011-06-30 00:00:00+05:30,2236.0,2236.0,2236.0,2236.0,1,0.0,0.0
2011-07-01 00:00:00+05:30,2200.0,2200.0,2200.0,2200.0,8,0.0,0.0
2011-07-04 00:00:00+05:30,2200.0,2200.0,2190.0,2200.0,19,0.0,0.0
2011-07-05 00:00:00+05:30,2190.0,2225.0,2186.0,2187.39990234375,27,0.0,0.0
2011-07-06 00:00:00+05:30,2276.699951171875,2276.699951171875,2200.0,2224.0,139,0.0,0.0
2011-07-07 00:00:00+05:30,2230.0,2236.949951171875,2230.0,2230.0,169,0.0,0.0
2011-07-08 00:00:00+05:30,2201.5,2237.5,2201.5,2237.5,56,0.0,0.0
2011-07-11 00:00:00+05:30,2237.5,2258.800048828125,2237.5,2256.35009765625,1627,0.0,0.0
2011-07-12 00:00:00+05:30,2258.800048828125,2275.0,2211.0,2269.699951171875,398,0.0,0.0
2011-07-13 00:00:00+05:30,2274.800048828125,2292.800048828125,2265.0,2292.5,601,0.0,0.0
2011-07-14 00:00:00+05:30,2345.0,2345.0,2293.0,2316.449951171875,244,0.0,0.0
2011-07-15 00:00:00+05:30,2293.0,2310.0,2255.0,2310.0,69,0.0,0.0
2011-07-18 00:00:00+05:30,2350.0,2350.0,2306.550048828125,2335.0,528,0.0,0.0
2011-07-19 00:00:00+05:30,2350.0,2360.0,2330.0,2343.35009765625,158,0.0,0.0
2011-07-20 00:00:00+05:30,2340.0,2345.0,2330.0,2345.0,64,0.0,0.0
2011-07-21 00:00:00+05:30,2345.0,2345.0,2301.10009765625,2308.550048828125,21,0.0,0.0
2011-07-22 00:00:00+05:30,2302.35009765625,2323.64990234375,2277.35009765625,2300.0,38,0.0,0.0
2011-07-25 00:00:00+05:30,2321.0,2355.0,2321.0,2349.10009765625,538,0.0,0.0
2011-07-26 00:00:00+05:30,2322.0,2335.0,2306.10009765625,2325.0,142,0.0,0.0
2011-07-27 00:00:00+05:30,2355.0,2355.0,2325.0,2325.0,15,0.0,0.0
2011-07-28 00:00:00+05:30,2325.0,2340.0,2290.0,2320.949951171875,166,0.0,0.0
2011-07-29 00:00:00+05:30,2308.0,2350.0,2308.0,2309.5,106,0.0,0.0
2011-08-01 00:00:00+05:30,2325.0,2349.0,2310.0,2344.300048828125,97,0.0,0.0
2011-08-02 00:00:00+05:30,2345.0,2350.0,2335.0,2340.0,260,0.0,0.0
2011-08-03 00:00:00+05:30,2400.0,2420.0,2372.0,2400.300048828125,457,0.0,0.0
2011-08-04 00:00:00+05:30,2400.0,2420.0,2375.0,2406.89990234375,247,0.0,0.0
2011-08-05 00:00:00+05:30,2410.0,2450.0,2410.0,2430.60009765625,325,0.0,0.0
2011-08-08 00:00:00+05:30,2440.10009765625,2568.64990234375,2440.10009765625,2515.0,158754,0.0,0.0
2011-08-09 00:00:00+05:30,2525.0,2689.0,2501.0,2596.25,1551,0.0,0.0
2011-08-10 00:00:00+05:30,2600.0,2625.0,2512.0,2590.0,624,0.0,0.0
