Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-01-01 00:00:00+05:30,9.91189956665039,9.91189956665039,9.91189956665039,9.91189956665039,0,0.0,0.0,0.0
2018-01-02 00:00:00+05:30,10.043399810791016,10.043399810791016,10.043399810791016,10.043399810791016,0,0.0,0.0,0.0
2018-01-03 00:00:00+05:30,10.030200004577637,10.030200004577637,10.030200004577637,10.030200004577637,0,0.0,0.0,0.0
2018-01-04 00:00:00+05:30,10.045100212097168,10.045100212097168,10.045100212097168,10.045100212097168,0,0.0,0.0,0.0
2018-01-05 00:00:00+05:30,10.058699607849121,10.058699607849121,10.058699607849121,10.058699607849121,0,0.0,0.0,0.0
2018-01-08 00:00:00+05:30,10.090100288391113,10.090100288391113,10.090100288391113,10.090100288391113,0,0.0,0.0,0.0
2018-01-09 00:00:00+05:30,10.086400032043457,10.086400032043457,10.086400032043457,10.086400032043457,0,0.0,0.0,0.0
2018-01-10 00:00:00+05:30,10.086299896240234,10.086299896240234,10.086299896240234,10.086299896240234,0,0.0,0.0,0.0
2018-01-11 00:00:00+05:30,10.11050033569336,10.11050033569336,10.11050033569336,10.11050033569336,0,0.0,0.0,0.0
2018-01-12 00:00:00+05:30,10.150099754333496,10.150099754333496,10.150099754333496,10.150099754333496,0,0.0,0.0,0.0
2018-01-15 00:00:00+05:30,10.270600318908691,10.270600318908691,10.270600318908691,10.270600318908691,0,0.0,0.0,0.0
2018-01-16 00:00:00+05:30,10.366100311279297,10.366100311279297,10.366100311279297,10.366100311279297,0,0.0,0.0,0.0
2018-01-17 00:00:00+05:30,10.341699600219727,10.341699600219727,10.341699600219727,10.341699600219727,0,0.0,0.0,0.0
2018-01-18 00:00:00+05:30,10.24779987335205,10.24779987335205,10.24779987335205,10.24779987335205,0,0.0,0.0,0.0
2018-01-19 00:00:00+05:30,10.26669979095459,10.26669979095459,10.26669979095459,10.26669979095459,0,0.0,0.0,0.0
2018-01-22 00:00:00+05:30,10.277700424194336,10.277700424194336,10.277700424194336,10.277700424194336,0,0.0,0.0,0.0
2018-01-23 00:00:00+05:30,10.2947998046875,10.2947998046875,10.2947998046875,10.2947998046875,0,0.0,0.0,0.0
2018-01-24 00:00:00+05:30,10.333100318908691,10.333100318908691,10.333100318908691,10.333100318908691,0,0.0,0.0,0.0
2018-01-25 00:00:00+05:30,10.430800437927246,10.430800437927246,10.430800437927246,10.430800437927246,0,0.0,0.0,0.0
2018-01-29 00:00:00+05:30,10.319700241088867,10.319700241088867,10.319700241088867,10.319700241088867,0,0.0,0.0,0.0
2018-01-30 00:00:00+05:30,10.276300430297852,10.276300430297852,10.276300430297852,10.276300430297852,0,0.0,0.0,0.0
2018-01-31 00:00:00+05:30,10.280699729919434,10.280699729919434,10.280699729919434,10.280699729919434,0,0.0,0.0,0.0
2018-02-01 00:00:00+05:30,10.276900291442871,10.276900291442871,10.276900291442871,10.276900291442871,0,0.0,0.0,0.0
2018-02-02 00:00:00+05:30,10.407999992370605,10.407999992370605,10.407999992370605,10.407999992370605,0,0.0,0.0,0.0
2018-02-05 00:00:00+05:30,10.317999839782715,10.317999839782715,10.317999839782715,10.317999839782715,0,0.0,0.0,0.0
2018-02-06 00:00:00+05:30,10.334799766540527,10.334799766540527,10.334799766540527,10.334799766540527,0,0.0,0.0,0.0
2018-02-07 00:00:00+05:30,10.324399948120117,10.324399948120117,10.324399948120117,10.324399948120117,0,0.0,0.0,0.0
2018-02-08 00:00:00+05:30,10.233799934387207,10.233799934387207,10.233799934387207,10.233799934387207,0,0.0,0.0,0.0
2018-02-09 00:00:00+05:30,10.292400360107422,10.292400360107422,10.292400360107422,10.292400360107422,0,0.0,0.0,0.0
2018-02-12 00:00:00+05:30,10.297699928283691,10.297699928283691,10.297699928283691,10.297699928283691,0,0.0,0.0,0.0
2018-02-14 00:00:00+05:30,10.363100051879883,10.363100051879883,10.363100051879883,10.363100051879883,0,0.0,0.0,0.0
2018-02-15 00:00:00+05:30,10.519200325012207,10.519200325012207,10.519200325012207,10.519200325012207,0,0.0,0.0,0.0
2018-02-16 00:00:00+05:30,10.55090045928955,10.55090045928955,10.55090045928955,10.55090045928955,0,0.0,0.0,0.0
2018-02-20 00:00:00+05:30,10.498100280761719,10.498100280761719,10.498100280761719,10.498100280761719,0,0.0,0.0,0.0
2018-02-21 00:00:00+05:30,10.498000144958496,10.498000144958496,10.498000144958496,10.498000144958496,0,0.0,0.0,0.0
2018-02-22 00:00:00+05:30,10.41569995880127,10.41569995880127,10.41569995880127,10.41569995880127,0,0.0,0.0,0.0
2018-02-23 00:00:00+05:30,10.426799774169922,10.426799774169922,10.426799774169922,10.426799774169922,0,0.0,0.0,0.0
2018-02-26 00:00:00+05:30,10.458600044250488,10.458600044250488,10.458600044250488,10.458600044250488,0,0.0,0.0,0.0
2018-02-27 00:00:00+05:30,10.50570011138916,10.50570011138916,10.50570011138916,10.50570011138916,0,0.0,0.0,0.0
2018-02-28 00:00:00+05:30,10.451399803161621,10.451399803161621,10.451399803161621,10.451399803161621,0,0.0,0.0,0.0
2018-03-01 00:00:00+05:30,10.37660026550293,10.37660026550293,10.37660026550293,10.37660026550293,0,0.0,0.0,0.0
2018-03-05 00:00:00+05:30,10.469499588012695,10.469499588012695,10.469499588012695,10.469499588012695,0,0.0,0.0,0.0
2018-03-06 00:00:00+05:30,10.411399841308594,10.411399841308594,10.411399841308594,10.411399841308594,0,0.0,0.0,0.0
