Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-08-04 00:00:00+05:30,281.37139892578125,281.37139892578125,281.37139892578125,281.37139892578125,0,0.0,0.0
2017-08-07 00:00:00+05:30,285.1178894042969,285.1178894042969,285.1178894042969,285.1178894042969,0,0.0,0.0
2017-08-08 00:00:00+05:30,281.6570129394531,281.6570129394531,281.6570129394531,281.6570129394531,0,0.0,0.0
2017-08-09 00:00:00+05:30,27.764999389648438,28.0,27.764999389648438,28.0,3050,0.0,0.0
2017-08-10 00:00:00+05:30,27.434999465942383,27.434999465942383,26.700000762939453,26.700000762939453,18500,0.0,0.0
2017-08-11 00:00:00+05:30,26.3700008392334,26.899999618530273,26.3700008392334,26.899999618530273,9080,0.0,0.0
2017-08-14 00:00:00+05:30,27.200000762939453,27.3700008392334,27.200000762939453,27.3700008392334,900,0.0,0.0
2017-08-16 00:00:00+05:30,26.399999618530273,27.700000762939453,26.399999618530273,27.635000228881836,52110,0.0,0.0
2017-08-17 00:00:00+05:30,27.8700008392334,27.8700008392334,27.799999237060547,27.799999237060547,540,0.0,0.0
2017-08-18 00:00:00+05:30,27.799999237060547,27.799999237060547,27.510000228881836,27.510000228881836,5800,0.0,0.0
2017-08-21 00:00:00+05:30,27.700000762939453,27.700000762939453,27.0,27.065000534057617,32950,0.0,0.0
2017-08-22 00:00:00+05:30,27.299999237060547,27.399999618530273,27.100000381469727,27.155000686645508,41080,0.0,0.0
2017-08-23 00:00:00+05:30,27.299999237060547,27.5,27.25,27.479999542236328,6630,0.0,0.0
2017-08-24 00:00:00+05:30,27.600000381469727,27.600000381469727,27.420000076293945,27.600000381469727,1240,0.0,0.0
2017-08-28 00:00:00+05:30,27.600000381469727,27.96500015258789,27.600000381469727,27.94499969482422,6110,0.0,0.0
2017-08-29 00:00:00+05:30,27.799999237060547,27.899999618530273,27.799999237060547,27.899999618530273,1050,0.0,0.0
2017-08-30 00:00:00+05:30,27.899999618530273,28.0,27.899999618530273,28.0,230,0.0,0.0
2017-08-31 00:00:00+05:30,28.0,28.100000381469727,28.0,28.0,6720,0.0,0.0
2017-09-01 00:00:00+05:30,28.100000381469727,28.25,28.100000381469727,28.21500015258789,35630,0.0,0.0
2017-09-04 00:00:00+05:30,28.21500015258789,28.25,28.21500015258789,28.21500015258789,7250,0.0,0.0
2017-09-05 00:00:00+05:30,28.200000762939453,28.200000762939453,28.200000762939453,28.200000762939453,1060,0.0,0.0
2017-09-06 00:00:00+05:30,28.290000915527344,28.299999237060547,28.280000686645508,28.299999237060547,9920,0.0,0.0
2017-09-07 00:00:00+05:30,28.389999389648438,28.700000762939453,27.399999618530273,28.700000762939453,115030,0.0,0.0
2017-09-08 00:00:00+05:30,28.56999969482422,28.56999969482422,28.399999618530273,28.399999618530273,5060,0.0,0.0
2017-09-11 00:00:00+05:30,28.700000762939453,28.700000762939453,28.5,28.600000381469727,910,0.0,0.0
2017-09-12 00:00:00+05:30,28.649999618530273,28.850000381469727,28.600000381469727,28.7549991607666,14810,0.0,0.0
2017-09-13 00:00:00+05:30,28.899999618530273,28.989999771118164,28.829999923706055,28.989999771118164,12040,0.0,0.0
2017-09-14 00:00:00+05:30,28.989999771118164,28.989999771118164,28.700000762939453,28.75,14020,0.0,0.0
2017-09-15 00:00:00+05:30,28.600000381469727,28.610000610351562,28.600000381469727,28.600000381469727,6310,0.0,0.0
2017-09-18 00:00:00+05:30,28.899999618530273,28.950000762939453,28.700000762939453,28.799999237060547,13860,0.0,0.0
2017-09-19 00:00:00+05:30,28.899999618530273,28.989999771118164,28.799999237060547,28.799999237060547,19370,0.0,0.0
2017-09-20 00:00:00+05:30,28.799999237060547,28.975000381469727,28.799999237060547,28.899999618530273,17210,0.0,0.0
2017-09-21 00:00:00+05:30,28.799999237060547,28.799999237060547,28.5,28.649999618530273,1520,0.0,0.0
2017-09-22 00:00:00+05:30,28.510000228881836,28.510000228881836,28.0,28.139999389648438,1720,0.0,0.0
2017-09-25 00:00:00+05:30,28.0,28.0,27.5,27.5,1430,0.0,0.0
2017-09-26 00:00:00+05:30,27.65999984741211,27.65999984741211,27.5,27.600000381469727,1330,0.0,0.0
2017-09-27 00:00:00+05:30,27.299999237060547,27.600000381469727,27.299999237060547,27.3799991607666,4880,0.0,0.0
2017-09-28 00:00:00+05:30,27.0,27.350000381469727,27.0,27.350000381469727,320,0.0,0.0
2017-09-29 00:00:00+05:30,27.55500030517578,27.665000915527344,27.549999237060547,27.665000915527344,15780,0.0,0.0
2017-10-03 00:00:00+05:30,27.299999237060547,29.200000762939453,26.299999237060547,28.014999389648438,84280,0.0,0.0
2017-10-04 00:00:00+05:30,28.0,28.0,28.0,28.0,530,0.0,0.0
2017-10-05 00:00:00+05:30,27.899999618530273,28.299999237060547,27.899999618530273,28.100000381469727,2730,0.0,0.0
2017-10-06 00:00:00+05:30,28.200000762939453,28.200000762939453,28.059999465942383,28.059999465942383,1520,0.0,0.0
2017-10-09 00:00:00+05:30,28.299999237060547,28.5,28.200000762939453,28.204999923706055,3480,0.0,0.0
2017-10-10 00:00:00+05:30,28.5,28.5,28.299999237060547,28.399999618530273,1070,0.0,0.0
2017-10-11 00:00:00+05:30,28.799999237060547,28.799999237060547,28.399999618530273,28.399999618530273,12340,0.0,0.0
2017-10-12 00:00:00+05:30,28.299999237060547,28.299999237060547,28.299999237060547,28.299999237060547,1070,0.0,0.0
2017-10-13 00:00:00+05:30,28.5,28.549999237060547,28.299999237060547,28.46500015258789,115120,0.0,0.0
2017-10-16 00:00:00+05:30,28.0,29.600000381469727,27.049999237060547,28.649999618530273,116860,0.0,0.0
2017-10-17 00:00:00+05:30,28.579999923706055,28.700000762939453,28.579999923706055,28.600000381469727,31400,0.0,0.0
2017-10-18 00:00:00+05:30,28.75,28.75,28.56999969482422,28.56999969482422,90200,0.0,0.0
2017-10-19 00:00:00+05:30,28.5,28.5,28.5,28.5,1740,0.0,0.0
2017-10-23 00:00:00+05:30,28.600000381469727,28.600000381469727,28.454999923706055,28.454999923706055,3900,0.0,0.0
2017-10-24 00:00:00+05:30,28.5,28.600000381469727,28.5,28.600000381469727,17960,0.0,0.0
2017-10-25 00:00:00+05:30,28.5,28.950000762939453,28.5,28.8799991607666,57560,0.0,0.0
2017-10-26 00:00:00+05:30,28.5,28.9950008392334,28.5,28.9950008392334,28730,0.0,0.0
2017-10-27 00:00:00+05:30,29.0,29.299999237060547,29.0,29.25,12630,0.0,0.0
2017-10-30 00:00:00+05:30,29.0,29.700000762939453,29.0,29.5,20330,0.0,0.0
2017-10-31 00:00:00+05:30,29.399999618530273,29.850000381469727,29.399999618530273,29.850000381469727,6060,0.0,0.0
2017-11-01 00:00:00+05:30,29.799999237060547,29.799999237060547,29.5,29.700000762939453,14830,0.0,0.0
2017-11-02 00:00:00+05:30,29.200000762939453,30.989999771118164,28.600000381469727,29.799999237060547,68130,0.0,0.0
2017-11-03 00:00:00+05:30,29.899999618530273,30.299999237060547,29.799999237060547,30.299999237060547,27950,0.0,0.0
2017-11-06 00:00:00+05:30,29.799999237060547,29.899999618530273,29.799999237060547,29.899999618530273,2400,0.0,0.0
2017-11-07 00:00:00+05:30,30.200000762939453,30.299999237060547,29.700000762939453,29.764999389648438,4920,0.0,0.0
