Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2018-01-01 00:00:00+05:30,27.881099700927734,27.881099700927734,27.881099700927734,27.881099700927734,0,0.0,0.0,0.0
2018-01-02 00:00:00+05:30,27.791500091552734,27.791500091552734,27.791500091552734,27.791500091552734,0,0.0,0.0,0.0
2018-01-03 00:00:00+05:30,27.94499969482422,27.94499969482422,27.94499969482422,27.94499969482422,0,0.0,0.0,0.0
2018-01-04 00:00:00+05:30,28.231800079345703,28.231800079345703,28.231800079345703,28.231800079345703,0,0.0,0.0,0.0
2018-01-05 00:00:00+05:30,28.579099655151367,28.579099655151367,28.579099655151367,28.579099655151367,0,0.0,0.0,0.0
2018-01-08 00:00:00+05:30,28.774700164794922,28.774700164794922,28.774700164794922,28.774700164794922,0,0.0,0.0,0.0
2018-01-09 00:00:00+05:30,28.653499603271484,28.653499603271484,28.653499603271484,28.653499603271484,0,0.0,0.0,0.0
2018-01-10 00:00:00+05:30,28.60580062866211,28.60580062866211,28.60580062866211,28.60580062866211,0,0.0,0.0,0.0
2018-01-11 00:00:00+05:30,28.57699966430664,28.57699966430664,28.57699966430664,28.57699966430664,0,0.0,0.0,0.0
2018-01-12 00:00:00+05:30,28.584400177001953,28.584400177001953,28.584400177001953,28.584400177001953,0,0.0,0.0,0.0
2018-01-15 00:00:00+05:30,28.524700164794922,28.524700164794922,28.524700164794922,28.524700164794922,0,0.0,0.0,0.0
2018-01-16 00:00:00+05:30,28.06719970703125,28.06719970703125,28.06719970703125,28.06719970703125,0,0.0,0.0,0.0
2018-01-17 00:00:00+05:30,28.266199111938477,28.266199111938477,28.266199111938477,28.266199111938477,0,0.0,0.0,0.0
2018-01-18 00:00:00+05:30,27.899099349975586,27.899099349975586,27.899099349975586,27.899099349975586,0,0.0,0.0,0.0
2018-01-19 00:00:00+05:30,28.10610008239746,28.10610008239746,28.10610008239746,28.10610008239746,0,0.0,0.0,0.0
2018-01-22 00:00:00+05:30,28.311800003051758,28.311800003051758,28.311800003051758,28.311800003051758,0,0.0,0.0,0.0
2018-01-23 00:00:00+05:30,28.508800506591797,28.508800506591797,28.508800506591797,28.508800506591797,0,0.0,0.0,0.0
2018-01-24 00:00:00+05:30,28.343399047851562,28.343399047851562,28.343399047851562,28.343399047851562,0,0.0,0.0,0.0
2018-01-25 00:00:00+05:30,27.96660041809082,27.96660041809082,27.96660041809082,27.96660041809082,0,0.0,0.0,0.0
2018-01-29 00:00:00+05:30,27.85700035095215,27.85700035095215,27.85700035095215,27.85700035095215,0,0.0,0.0,0.0
2018-01-30 00:00:00+05:30,27.69969940185547,27.69969940185547,27.69969940185547,27.69969940185547,0,0.0,0.0,0.0
2018-01-31 00:00:00+05:30,27.510099411010742,27.510099411010742,27.510099411010742,27.510099411010742,0,0.0,0.0,0.0
2018-02-01 00:00:00+05:30,27.531200408935547,27.531200408935547,27.531200408935547,27.531200408935547,0,0.0,0.0,0.0
2018-02-02 00:00:00+05:30,26.757600784301758,26.757600784301758,26.757600784301758,26.757600784301758,0,0.0,0.0,0.0
2018-02-05 00:00:00+05:30,26.669200897216797,26.669200897216797,26.669200897216797,26.669200897216797,0,0.0,0.0,0.0
2018-02-06 00:00:00+05:30,26.30069923400879,26.30069923400879,26.30069923400879,26.30069923400879,0,0.0,0.0,0.0
2018-02-07 00:00:00+05:30,26.490999221801758,26.490999221801758,26.490999221801758,26.490999221801758,0,0.0,0.0,0.0
2018-02-08 00:00:00+05:30,26.919599533081055,26.919599533081055,26.919599533081055,26.919599533081055,0,0.0,0.0,0.0
2018-02-09 00:00:00+05:30,26.83139991760254,26.83139991760254,26.83139991760254,26.83139991760254,0,0.0,0.0,0.0
2018-02-12 00:00:00+05:30,27.22879981994629,27.22879981994629,27.22879981994629,27.22879981994629,0,0.0,0.0,0.0
2018-02-14 00:00:00+05:30,27.173599243164062,27.173599243164062,27.173599243164062,27.173599243164062,0,0.0,0.0,0.0
2018-02-15 00:00:00+05:30,26.95800018310547,26.95800018310547,26.95800018310547,26.95800018310547,0,0.0,0.0,0.0
2018-02-16 00:00:00+05:30,26.670400619506836,26.670400619506836,26.670400619506836,26.670400619506836,0,0.0,0.0,0.0
2018-02-19 00:00:00+05:30,26.388599395751953,26.388599395751953,26.388599395751953,26.388599395751953,0,0.0,0.0,0.0
2018-02-20 00:00:00+05:30,26.513599395751953,26.513599395751953,26.513599395751953,26.513599395751953,0,0.0,0.0,0.0
2018-02-21 00:00:00+05:30,26.412500381469727,26.412500381469727,26.412500381469727,26.412500381469727,0,0.0,0.0,0.0
