"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"02-Jul-2019","GB","3,100.00","3,100.00","3,100.00","3,100.00","3,100.00","3,100.00","3,100.00","3,300.00","2,511.29","26","80,600.00","2"
"25-Jun-2019","GB","3,100.00","3,100.00","3,100.00","3,100.00","3,100.00","3,100.00","3,100.00","3,300.00","2,511.29","1","3,100.00","1"
"21-Jun-2019","GB","3,010.00","3,100.00","3,010.00","2,960.00","3,100.00","3,100.00","3,066.67","3,300.00","2,511.29","27","82,800.00","4"
"18-Jun-2019","GB","2,960.00","2,960.00","2,960.00","2,969.00","2,960.00","2,960.00","2,960.00","3,300.00","2,511.29","1","2,960.00","1"
"10-Jun-2019","GB","2,969.00","2,969.00","2,969.00","2,861.00","2,969.00","2,969.00","2,969.00","3,300.00","2,511.29","48","1,42,512.00","1"
"29-May-2019","GB","2,861.00","2,861.00","2,861.00","2,905.00","2,861.00","2,861.00","2,861.00","3,300.00","2,511.29","2","5,722.00","1"
"27-May-2019","GB","2,905.00","2,905.00","2,905.00","2,861.00","2,905.00","2,905.00","2,905.00","3,300.00","2,511.29","2","5,810.00","1"
"07-May-2019","GB","2,861.00","2,861.00","2,861.00","2,983.00","2,861.00","2,861.00","2,861.00","3,300.00","2,511.29","5","14,305.00","1"
"11-Mar-2019","GB","2,950.00","2,983.00","2,950.00","3,000.00","2,983.00","2,983.00","2,964.56","3,300.00","2,511.29","179","5,30,657.00","5"
"25-Feb-2019","GB","3,000.00","3,000.00","3,000.00","3,035.00","3,000.00","3,000.00","3,000.00","3,300.00","2,511.29","1","3,000.00","1"
"22-Feb-2019","GB","3,036.00","3,036.00","3,035.00","3,050.00","3,035.00","3,035.00","3,035.25","3,300.00","2,511.29","4","12,141.00","2"
"21-Feb-2019","GB","3,000.00","3,050.00","2,725.00","3,000.00","3,050.00","3,050.00","2,969.43","3,300.00","2,511.29","7","20,786.00","6"
"11-Feb-2019","GB","3,000.00","3,000.00","3,000.00","3,300.00","3,000.00","3,000.00","3,000.00","3,300.00","2,511.29","1","3,000.00","1"
"07-Feb-2019","GB","3,300.00","3,300.00","3,300.00","3,000.00","3,300.00","3,300.00","3,300.00","3,300.00","2,511.29","10","33,000.00","1"
"04-Feb-2019","GB","3,010.00","3,010.00","3,000.00","3,016.00","3,000.00","3,000.00","3,003.85","3,100.00","2,511.29","65","1,95,250.00","2"
"01-Feb-2019","GB","3,016.00","3,016.00","3,016.00","3,016.00","3,016.00","3,016.00","3,016.00","3,100.00","2,511.29","5","15,080.00","1"
"30-Jan-2019","GB","3,016.00","3,016.00","3,016.00","2,950.00","3,016.00","3,016.00","3,016.00","3,100.00","2,511.29","47","1,41,752.00","1"
"23-Jan-2019","GB","2,960.00","2,960.00","2,950.00","2,960.00","2,950.00","2,950.00","2,950.53","3,100.00","2,511.29","19","56,060.00","3"
"22-Jan-2019","GB","2,960.00","2,960.00","2,960.00","2,940.00","2,960.00","2,960.00","2,960.00","3,100.00","2,511.29","12","35,520.00","1"
"21-Jan-2019","GB","2,940.00","2,940.00","2,940.00","2,980.00","2,940.00","2,940.00","2,940.00","3,100.00","2,511.29","30","88,200.00","1"
"18-Jan-2019","GB","2,980.00","2,980.00","2,980.00","2,920.20","2,980.00","2,980.00","2,980.00","3,100.00","2,511.29","3","8,940.00","2"
"17-Jan-2019","GB","2,921.00","2,921.00","2,920.00","2,920.00","2,920.00","2,920.20","2,920.20","3,100.00","2,511.29","5","14,601.00","2"
"15-Jan-2019","GB","2,920.00","2,920.00","2,920.00","2,825.00","2,920.00","2,920.00","2,920.00","3,100.00","2,511.29","35","1,02,200.00","3"
"11-Jan-2019","GB","2,825.00","2,825.00","2,825.00","2,825.00","2,825.00","2,825.00","2,825.00","3,100.00","2,511.29","68","1,92,100.00","2"
"10-Jan-2019","GB","2,825.00","2,825.00","2,825.00","2,811.00","2,825.00","2,825.00","2,825.00","3,100.00","2,511.29","10","28,250.00","1"
"09-Jan-2019","GB","2,850.00","2,850.00","2,811.00","2,751.25","2,811.00","2,811.00","2,824.00","3,100.00","2,511.29","3","8,472.00","2"
"07-Jan-2019","GB","2,751.25","2,751.25","2,751.25","3,055.00","2,751.25","2,751.25","2,751.25","3,100.00","2,511.29","1","2,751.25","1"
"03-Jan-2019","GB","3,055.00","3,055.00","3,055.00","2,780.00","3,055.00","3,055.00","3,055.00","3,100.00","2,511.29","2","6,110.00","1"
